Child DCN,Child MOSIS ID,RefVisitingType.Description,VisitDate
0000001045,001045,Developmental Check,2024-02-25
0000001045,001045,Developmental Check,2024-04-19
0000001047,001047,Home Visit,2022-03-04
0000001047,001047,Developmental Check,2022-04-05
0000001047,001047,Home Visit,2022-08-30
0000001048,001048,Home Visit,2019-07-21
0000001050,001050,Home Visit,2021-05-15
0000001050,001050,Case Management,2021-10-30
0000001050,001050,Family Support Visit,2021-05-13
0000001050,001050,Home Visit,2021-10-26
0000001050,001050,Case Management,2021-11-13
0000001051,001051,Developmental Check,2025-10-17
0000001051,001051,Home Visit,2026-09-18
0000001051,001051,Case Management,2024-10-12
0000001052,001052,Developmental Check,2019-01-04
0000001052,001052,Home Visit,2019-08-25
0000001052,001052,Developmental Check,2018-12-23
0000001054,001054,Developmental Check,2021-06-21
0000001054,001054,Case Management,2025-01-14
0000001054,001054,Case Management,2023-09-05
0000001054,001054,Family Support Visit,2023-07-05
0000001055,001055,Family Support Visit,2021-03-04
0000001055,001055,Home Visit,2023-11-19
0000001055,001055,Home Visit,2023-09-17
0000001055,001055,Family Support Visit,2020-12-14
0000001055,001055,Family Support Visit,2021-07-26
0000001056,001056,Developmental Check,2024-06-28
0000001057,001057,Home Visit,2022-07-11
0000001057,001057,Family Support Visit,2022-04-03
0000001057,001057,Family Support Visit,2022-07-21
0000001058,001058,Home Visit,2024-03-25
0000001060,001060,Case Management,2022-04-11
0000001060,001060,Family Support Visit,2020-09-28
0000001060,001060,Case Management,2023-05-02
0000001060,001060,Family Support Visit,2022-03-15
0000001061,001061,Family Support Visit,2022-07-22
0000001061,001061,Developmental Check,2023-10-04
0000001062,001062,Family Support Visit,2023-07-09
0000001062,001062,Home Visit,2022-09-01
0000001062,001062,Family Support Visit,2023-03-29
0000001062,001062,Family Support Visit,2023-06-02
0000001064,001064,Home Visit,2020-07-15
0000001065,001065,Family Support Visit,2020-05-14
0000001065,001065,Family Support Visit,2022-06-03
0000001066,001066,Developmental Check,2024-01-12
0000001067,001067,Home Visit,2023-03-01
0000001067,001067,Developmental Check,2023-03-11
0000001067,001067,Family Support Visit,2022-12-30
0000001068,001068,Case Management,2026-02-08
0000001068,001068,Family Support Visit,2023-05-07
0000001069,001069,Home Visit,2023-03-30
0000001069,001069,Developmental Check,2024-11-13
0000001069,001069,Case Management,2024-11-21
0000001069,001069,Case Management,2024-11-09
0000001070,001070,Case Management,2025-03-18
0000001070,001070,Developmental Check,2025-08-22
0000001072,001072,Home Visit,2024-12-31
0000001073,001073,Developmental Check,2025-01-09
0000001073,001073,Developmental Check,2026-08-31
0000001073,001073,Family Support Visit,2025-01-16
0000001074,001074,Case Management,2021-11-01
0000001075,001075,Case Management,2023-10-30
0000001075,001075,Home Visit,2023-07-01
0000001075,001075,Case Management,2024-01-20
0000001076,001076,Family Support Visit,2022-07-20
0000001076,001076,Family Support Visit,2022-06-26
0000001076,001076,Case Management,2022-07-29
0000001076,001076,Case Management,2022-07-26
0000001076,001076,Family Support Visit,2022-06-10
0000001077,001077,Home Visit,2018-10-29
0000001077,001077,Family Support Visit,2019-02-04
0000001077,001077,Developmental Check,2018-08-27
0000001077,001077,Family Support Visit,2018-11-27
0000001078,001078,Family Support Visit,2023-04-06
0000001078,001078,Case Management,2022-11-09
0000001078,001078,Home Visit,2022-12-01
0000001078,001078,Case Management,2023-05-25
0000001079,001079,Family Support Visit,2024-08-10
0000001080,001080,Case Management,2022-02-11
0000001080,001080,Case Management,2021-11-03
0000001080,001080,Family Support Visit,2021-05-12
0000001080,001080,Case Management,2021-08-16
0000001081,001081,Home Visit,2021-05-23
0000001081,001081,Home Visit,2024-10-03
0000001082,001082,Developmental Check,2020-02-10
0000001083,001083,Developmental Check,2018-11-02
0000001083,001083,Home Visit,2018-12-28
0000001083,001083,Case Management,2018-11-24
0000001083,001083,Case Management,2018-09-02
0000001083,001083,Case Management,2018-10-18
0000001083,001083,Family Support Visit,2019-01-13
0000001084,001084,Developmental Check,2023-02-20
0000001085,001085,Family Support Visit,2021-11-18
0000001085,001085,Developmental Check,2022-06-29
0000001085,001085,Case Management,2022-02-13
0000001085,001085,Home Visit,2021-02-22
0000001085,001085,Case Management,2022-09-24
0000001086,001086,Developmental Check,2021-05-18
0000001086,001086,Case Management,2020-12-19
0000001087,001087,Developmental Check,2022-07-24
0000001087,001087,Developmental Check,2022-06-26
0000001087,001087,Family Support Visit,2021-09-14
0000001087,001087,Home Visit,2022-08-04
0000001087,001087,Family Support Visit,2021-07-24
0000001087,001087,Case Management,2022-07-03
0000001088,001088,Family Support Visit,2022-07-08
0000001089,001089,Home Visit,2019-08-08
0000001089,001089,Developmental Check,2019-08-13
0000001089,001089,Home Visit,2019-06-15
0000001090,001090,Developmental Check,2021-04-22
0000001090,001090,Home Visit,2022-04-18
0000001091,001091,Developmental Check,2022-09-15
0000001092,001092,Home Visit,2024-12-29
0000001092,001092,Case Management,2024-01-20
0000001092,001092,Developmental Check,2023-05-12
0000001092,001092,Developmental Check,2024-04-10
0000001092,001092,Home Visit,2024-05-23
0000001093,001093,Home Visit,2020-01-26
0000001093,001093,Case Management,2020-09-14
0000001095,001095,Home Visit,2022-10-15
0000001095,001095,Family Support Visit,2022-12-24
0000001095,001095,Home Visit,2022-08-29
0000001097,001097,Case Management,2023-03-22
0000001097,001097,Family Support Visit,2022-07-09
0000001097,001097,Family Support Visit,2022-11-12
0000001097,001097,Home Visit,2022-10-22
0000001097,001097,Home Visit,2022-08-24
0000001098,001098,Family Support Visit,2020-10-17
0000001098,001098,Family Support Visit,2022-02-07
0000001098,001098,Home Visit,2021-11-29
0000001098,001098,Family Support Visit,2021-05-16
0000001098,001098,Home Visit,2020-11-08
0000001099,001099,Family Support Visit,2021-04-23
0000001100,001100,Developmental Check,2019-06-24
0000001100,001100,Family Support Visit,2019-08-05
0000001100,001100,Family Support Visit,2020-03-20
0000001101,001101,Case Management,2022-07-19
0000001101,001101,Family Support Visit,2020-01-25
0000001102,001102,Case Management,2024-01-23
0000001103,001103,Developmental Check,2023-07-02
0000001103,001103,Family Support Visit,2025-06-21
0000001104,001104,Developmental Check,2021-04-13
0000001104,001104,Developmental Check,2025-08-17
0000001105,001105,Family Support Visit,2021-10-19
0000001105,001105,Family Support Visit,2022-05-27
0000001106,001106,Case Management,2023-04-09
0000001106,001106,Family Support Visit,2023-10-14
0000001107,001107,Developmental Check,2021-11-15
0000001107,001107,Home Visit,2021-08-16
0000001107,001107,Case Management,2021-08-14
0000001108,001108,Case Management,2022-12-07
0000001109,001109,Developmental Check,2020-01-30
0000001110,001110,Home Visit,2024-01-18
0000001111,001111,Developmental Check,2025-04-17
0000001111,001111,Family Support Visit,2022-10-26
0000001112,001112,Case Management,2023-03-02
0000001112,001112,Developmental Check,2022-12-04
0000001113,001113,Developmental Check,2021-04-15
0000001113,001113,Family Support Visit,2021-03-28
0000001113,001113,Developmental Check,2021-01-26
0000001113,001113,Case Management,2020-09-17
0000001113,001113,Family Support Visit,2021-04-07
0000001113,001113,Home Visit,2021-03-28
0000001114,001114,Developmental Check,2023-12-12
0000001114,001114,Case Management,2022-11-18
0000001114,001114,Developmental Check,2025-11-20
0000001114,001114,Case Management,2024-10-23
0000001116,001116,Home Visit,2019-11-14
0000001116,001116,Developmental Check,2021-02-18
0000001116,001116,Case Management,2019-07-02
0000001116,001116,Case Management,2021-02-08
0000001120,001120,Family Support Visit,2023-12-25
0000001120,001120,Home Visit,2021-08-26
0000001122,001122,Developmental Check,2022-06-25
0000001124,001124,Developmental Check,2020-05-21
0000001124,001124,Case Management,2020-05-22
0000001124,001124,Family Support Visit,2020-10-11
0000001124,001124,Home Visit,2021-04-06
0000001125,001125,Family Support Visit,2021-01-02
0000001126,001126,Family Support Visit,2020-04-26
0000001127,001127,Developmental Check,2022-02-18
0000001127,001127,Case Management,2023-05-08
0000001127,001127,Family Support Visit,2022-11-12
0000001129,001129,Home Visit,2021-12-11
0000001129,001129,Developmental Check,2022-08-13
0000001129,001129,Developmental Check,2021-11-11
0000001129,001129,Home Visit,2022-06-18
0000001130,001130,Developmental Check,2019-02-28
0000001131,001131,Home Visit,2023-03-27
0000001131,001131,Home Visit,2022-02-24
0000001131,001131,Case Management,2023-06-07
0000001131,001131,Family Support Visit,2022-03-12
0000001132,001132,Case Management,2021-09-02
0000001132,001132,Developmental Check,2021-09-15
0000001132,001132,Case Management,2021-08-26
0000001132,001132,Developmental Check,2021-11-02
0000001132,001132,Family Support Visit,2021-12-01
0000001133,001133,Case Management,2024-06-25
0000001133,001133,Case Management,2022-05-09
0000001134,001134,Family Support Visit,2021-07-08
0000001134,001134,Developmental Check,2021-11-20
0000001134,001134,Case Management,2021-08-18
0000001135,001135,Case Management,2021-07-21
0000001135,001135,Case Management,2020-10-18
0000001135,001135,Case Management,2020-03-30
0000001135,001135,Case Management,2020-11-28
0000001135,001135,Family Support Visit,2020-11-01
0000001136,001136,Case Management,2023-05-11
0000001136,001136,Case Management,2023-01-14
0000001136,001136,Case Management,2022-08-02
0000001137,001137,Family Support Visit,2023-12-05
0000001137,001137,Family Support Visit,2023-09-03
0000001138,001138,Family Support Visit,2022-04-28
0000001138,001138,Family Support Visit,2023-01-18
0000001138,001138,Developmental Check,2025-10-12
0000001138,001138,Home Visit,2023-11-02
0000001139,001139,Home Visit,2022-12-06
0000001139,001139,Developmental Check,2023-04-01
0000001139,001139,Family Support Visit,2023-12-08
0000001139,001139,Family Support Visit,2023-01-30
0000001139,001139,Family Support Visit,2023-12-22
0000001139,001139,Family Support Visit,2024-02-29
0000001141,001141,Home Visit,2021-07-23
0000001142,001142,Developmental Check,2023-01-28
0000001142,001142,Family Support Visit,2023-05-06
0000001142,001142,Developmental Check,2022-09-04
0000001142,001142,Home Visit,2023-03-11
0000001142,001142,Case Management,2023-04-15
0000001142,001142,Home Visit,2022-07-23
0000001143,001143,Case Management,2020-12-12
0000001143,001143,Home Visit,2020-05-10
0000001144,001144,Developmental Check,2023-01-04
0000001144,001144,Family Support Visit,2021-04-26
0000001144,001144,Family Support Visit,2021-05-19
0000001147,001147,Developmental Check,2019-04-13
0000001147,001147,Developmental Check,2019-05-25
0000001147,001147,Case Management,2019-03-03
0000001148,001148,Home Visit,2022-10-03
0000001148,001148,Family Support Visit,2022-09-28
0000001148,001148,Developmental Check,2023-02-04
0000001148,001148,Developmental Check,2023-01-05
0000001149,001149,Home Visit,2020-02-16
0000001149,001149,Developmental Check,2019-12-21
0000001150,001150,Family Support Visit,2021-12-28
0000001150,001150,Home Visit,2020-06-20
0000001150,001150,Case Management,2021-04-18
0000001150,001150,Case Management,2022-03-30
0000001151,001151,Case Management,2022-10-28
0000001151,001151,Case Management,2023-10-29
0000001152,001152,Home Visit,2022-05-12
0000001152,001152,Family Support Visit,2021-11-15
0000001152,001152,Family Support Visit,2021-09-19
0000001153,001153,Developmental Check,2020-12-11
0000001153,001153,Case Management,2020-02-02
0000001153,001153,Case Management,2020-05-15
0000001153,001153,Case Management,2020-10-28
0000001153,001153,Case Management,2021-03-17
0000001153,001153,Case Management,2020-02-25
0000001154,001154,Case Management,2022-10-30
0000001155,001155,Case Management,2022-09-27
0000001155,001155,Developmental Check,2022-06-20
0000001155,001155,Case Management,2022-12-14
0000001155,001155,Developmental Check,2022-11-08
0000001157,001157,Case Management,2021-06-29
0000001157,001157,Case Management,2022-02-02
0000001157,001157,Case Management,2020-12-15
0000001157,001157,Developmental Check,2021-10-19
0000001158,001158,Case Management,2018-12-02
0000001160,001160,Home Visit,2019-06-14
0000001161,001161,Home Visit,2022-05-28
0000001161,001161,Family Support Visit,2022-10-21
0000001163,001163,Developmental Check,2023-12-15
0000001163,001163,Case Management,2023-09-22
0000001163,001163,Family Support Visit,2023-08-06
0000001163,001163,Case Management,2022-12-02
0000001163,001163,Family Support Visit,2023-10-17
0000001163,001163,Developmental Check,2022-11-27
0000001164,001164,Developmental Check,2023-11-10
0000001164,001164,Home Visit,2023-10-01
0000001164,001164,Home Visit,2023-10-28
0000001164,001164,Family Support Visit,2024-03-04
0000001164,001164,Home Visit,2023-05-18
0000001164,001164,Home Visit,2023-05-08
0000001165,001165,Home Visit,2022-11-29
0000001166,001166,Developmental Check,2023-04-15
0000001167,001167,Case Management,2020-03-05
0000001167,001167,Home Visit,2020-03-05
0000001167,001167,Developmental Check,2021-01-30
0000001167,001167,Home Visit,2020-02-21
0000001167,001167,Developmental Check,2020-09-21
0000001168,001168,Case Management,2020-02-06
0000001168,001168,Home Visit,2021-01-14
0000001168,001168,Family Support Visit,2020-05-05
0000001168,001168,Developmental Check,2021-02-13
0000001169,001169,Developmental Check,2023-12-20
0000001169,001169,Developmental Check,2026-10-09
0000001169,001169,Family Support Visit,2025-09-27
0000001170,001170,Family Support Visit,2024-09-20
0000001170,001170,Case Management,2023-06-12
0000001171,001171,Home Visit,2019-10-20
0000001171,001171,Developmental Check,2019-07-15
0000001172,001172,Family Support Visit,2023-10-11
0000001172,001172,Case Management,2021-12-28
0000001173,001173,Family Support Visit,2022-07-02
0000001173,001173,Developmental Check,2022-03-23
0000001173,001173,Family Support Visit,2021-02-22
0000001173,001173,Home Visit,2020-07-03
0000001174,001174,Case Management,2022-08-14
0000001174,001174,Developmental Check,2021-09-02
0000001174,001174,Home Visit,2023-04-12
0000001175,001175,Developmental Check,2022-01-10
0000001175,001175,Case Management,2021-08-04
0000001175,001175,Family Support Visit,2021-10-25
0000001175,001175,Developmental Check,2021-07-28
0000001175,001175,Family Support Visit,2021-08-10
0000001176,001176,Family Support Visit,2021-06-14
0000001176,001176,Family Support Visit,2022-04-28
0000001176,001176,Developmental Check,2025-04-21
0000001178,001178,Developmental Check,2021-10-18
0000001179,001179,Case Management,2022-07-11
0000001179,001179,Family Support Visit,2023-01-16
0000001179,001179,Developmental Check,2022-09-11
0000001179,001179,Case Management,2023-05-25
0000001180,001180,Family Support Visit,2023-03-19
0000001180,001180,Family Support Visit,2022-07-21
0000001181,001181,Family Support Visit,2022-05-29
0000001182,001182,Case Management,2023-02-01
0000001183,001183,Case Management,2022-03-01
0000001183,001183,Home Visit,2022-05-11
0000001183,001183,Developmental Check,2021-09-29
0000001184,001184,Case Management,2022-04-13
