Child DCN,Child MOSIS ID,RefProgramType.Description,EnrollmentDate,ServicePlanDate,ServicePlanEndDate,VisitingIndicator,NumberOfDaysInAttendance,RefStudentGradeLevel.Description,RefFundingSource.Descriptions
0000001054,001054,Home Visiting,2022-01-29,2022-02-11,2023-10-27,Yes,5,,Federal
0000001055,001055,Early Intervention,2021-04-27,2021-05-09,2021-09-23,No,27,Early Intervention,Local
0000001056,001056,Early Head Start,2020-12-03,2021-01-01,2023-03-15,No,162,,Local
0000001056,001056,Childcare Subsidy,2023-04-08,2023-04-28,2025-03-23,No,88,,Private
0000001057,001057,Early Head Start,2022-03-03,2022-04-02,2022-11-28,No,116,,State
0000001058,001058,Child Care,2022-02-22,2022-03-01,2023-05-13,No,105,,Local
0000001059,001059,Early Head Start,2018-09-14,2018-09-17,2021-08-23,No,153,,Private
0000001059,001059,Childcare Subsidy,2018-10-17,2018-11-01,2023-06-21,No,209,,Local
0000001059,001059,Home Visiting,2019-03-20,2019-04-12,2021-02-23,Yes,25,,Federal
0000001060,001060,Early Head Start,2020-06-14,2020-06-27,2021-11-11,No,122,,Federal
0000001061,001061,Early Intervention,2021-06-07,2021-06-26,2022-06-30,No,9,Early Intervention,Private
0000001062,001062,Early Intervention,2022-10-13,2022-10-23,2023-12-29,No,33,Early Intervention,Private
0000001063,001063,Early Head Start,2023-02-22,2023-03-06,2025-05-02,No,67,,Local
0000001064,001064,Childcare Subsidy,2020-05-03,2020-05-04,2021-03-12,No,110,,Private
0000001065,001065,Home Visiting,2018-09-15,2018-09-17,2020-02-26,Yes,12,,Local
0000001065,001065,Early Head Start,2020-03-26,2020-04-07,2021-01-08,No,178,,State
0000001065,001065,Early Intervention,2021-01-27,2021-02-01,2021-12-30,No,51,Early Intervention,State
0000001066,001066,First Steps,2021-02-24,2021-03-26,2024-01-16,No,55,Early Intervention,Private
0000001066,001066,Head Start,2024-02-08,2024-02-16,2025-05-14,No,133,Pre-K,State
0000001067,001067,Home Visiting,2022-03-12,2022-03-19,2022-12-18,Yes,12,,Local
0000001067,001067,Home Visiting,2023-01-09,2023-01-14,2023-06-14,Yes,4,,State
0000001068,001068,Early Intervention,2022-01-26,2022-02-22,2023-12-14,No,39,Early Intervention,State
0000001069,001069,Early Head Start,2021-12-01,2021-12-07,2022-10-31,No,127,,Federal
0000001070,001070,Early Head Start,2023-03-10,2023-04-06,2025-02-11,No,165,,Private
0000001071,001071,Childcare Subsidy,2022-05-31,2022-06-17,2023-11-30,No,116,,State
0000001071,001071,Childcare Subsidy,2023-12-07,2023-12-14,2025-05-24,No,185,,Local
0000001072,001072,Early Intervention,2019-10-17,2019-11-13,2021-06-12,No,10,Early Intervention,State
0000001072,001072,First Steps,2021-07-01,2021-07-29,2022-12-17,No,18,Early Intervention,Federal
0000001072,001072,Head Start,2022-12-23,2023-01-17,2024-03-05,No,120,Pre-K,Local
0000001072,001072,Child Care,2024-03-08,2024-03-24,2025-01-11,No,151,,Local
0000001072,001072,Early Intervention,2020-07-14,2020-07-24,2021-05-25,No,39,Early Intervention,State
0000001073,001073,Childcare Subsidy,2022-12-18,2023-01-12,2024-07-01,No,162,,Federal
0000001074,001074,Early Intervention,2019-10-29,2019-11-04,2021-05-28,No,18,Early Intervention,Private
0000001074,001074,Home Visiting,2021-06-02,2021-06-11,2022-11-16,Yes,8,,Local
0000001074,001074,Child Care,2022-11-20,2022-12-14,2024-07-27,No,173,,Federal
0000001075,001075,Early Intervention,2021-09-13,2021-09-27,2022-08-28,No,47,Early Intervention,State
0000001076,001076,Childcare Subsidy,2022-10-08,2022-10-14,2023-03-14,No,99,,State
0000001077,001077,First Steps,2018-10-22,2018-10-30,2019-10-21,No,18,Early Intervention,Local
0000001077,001077,Early Head Start,2019-10-29,2019-11-01,2020-04-20,No,110,,Federal
0000001077,001077,Early Intervention,2020-04-30,2020-05-08,2020-07-23,No,24,Early Intervention,Federal
0000001077,001077,Child Care,2020-08-05,2020-08-19,2021-01-12,No,74,,State
0000001078,001078,Childcare Subsidy,2022-03-25,2022-04-07,2022-11-14,No,79,,State
0000001078,001078,Child Care,2022-11-28,2022-12-20,2023-08-02,No,144,,State
0000001078,001078,Childcare Subsidy,2023-08-20,2023-08-22,2025-08-06,No,142,,Federal
0000001079,001079,Early Intervention,2021-07-17,2021-08-11,2023-01-14,No,39,Early Intervention,State
0000001079,001079,Child Care,2023-02-21,2023-03-02,2025-01-18,No,120,,Local
0000001079,001079,Early Intervention,2020-07-21,2020-08-02,2021-08-03,No,20,Early Intervention,Federal
0000001080,001080,Early Head Start,2020-07-03,2020-07-06,2021-11-22,No,100,,Federal
0000001081,001081,Home Visiting,2022-08-21,2022-08-26,2024-06-19,Yes,20,,Federal
0000001081,001081,Child Care,2024-06-21,2024-07-08,2026-01-03,No,189,,Private
0000001082,001082,Childcare Subsidy,2020-01-04,2020-01-25,2020-12-17,No,76,,State
0000001082,001082,Childcare Subsidy,2021-03-02,2021-03-04,2022-05-28,No,172,,Federal
0000001082,001082,Child Care,2022-08-28,2022-09-02,2024-02-21,No,118,,Private
0000001083,001083,Child Care,2018-09-25,2018-09-29,2019-08-03,No,156,,Federal
0000001083,001083,Early Head Start,2019-10-25,2019-11-22,2020-07-03,No,37,,Private
0000001083,001083,Childcare Subsidy,2020-09-17,2020-09-20,2021-03-03,No,51,,Federal
0000001084,001084,Early Head Start,2021-04-14,2021-05-06,2022-10-31,No,163,,State
0000001084,001084,First Steps,2022-11-13,2022-11-19,2023-12-06,No,49,Early Intervention,Federal
0000001084,001084,State Pre-K,2023-12-10,2023-12-24,2026-02-07,No,139,Pre-K,Federal
0000001085,001085,Early Intervention,2021-08-24,2021-08-26,2022-06-30,No,8,Early Intervention,Federal
0000001086,001086,Childcare Subsidy,2020-06-07,2020-07-03,2022-03-24,No,62,,Federal
0000001087,001087,Childcare Subsidy,2020-01-17,2020-02-05,2020-04-30,No,109,,Local
0000001088,001088,Child Care,2019-11-29,2019-12-26,2021-02-21,No,62,,Local
0000001088,001088,Early Intervention,2021-03-26,2021-04-02,2022-08-14,No,9,Early Intervention,Federal
0000001088,001088,Child Care,2022-10-20,2022-10-22,2023-12-25,No,78,,Federal
0000001088,001088,Head Start,2024-03-18,2024-03-30,2025-02-18,No,116,Pre-K,Private
0000001089,001089,Child Care,2019-08-31,2019-09-19,2019-12-19,No,70,,Local
0000001090,001090,Home Visiting,2020-07-06,2020-07-10,2022-03-16,Yes,14,,Federal
0000001090,001090,First Steps,2022-03-22,2022-04-04,2024-08-19,No,9,Early Intervention,Federal
0000001091,001091,Early Head Start,2023-01-07,2023-01-10,2025-01-05,No,117,,State
0000001092,001092,Childcare Subsidy,2022-10-23,2022-11-02,2023-01-15,No,69,,Local
0000001092,001092,Early Head Start,2023-04-17,2023-05-12,2023-08-09,No,43,,Private
0000001093,001093,Child Care,2020-04-16,2020-05-06,2022-05-16,No,68,,State
0000001094,001094,Childcare Subsidy,2019-05-12,2019-06-02,2021-11-14,No,82,,Federal
0000001095,001095,Early Head Start,2020-08-28,2020-09-18,2022-02-16,No,163,,Local
0000001095,001095,Childcare Subsidy,2022-03-14,2022-04-11,2023-03-08,No,111,,Local
0000001096,001096,First Steps,2021-09-11,2021-10-02,2023-10-23,No,18,Early Intervention,Federal
0000001097,001097,First Steps,2023-01-11,2023-01-28,2024-01-13,No,15,Early Intervention,Federal
0000001098,001098,Childcare Subsidy,2019-08-09,2019-08-16,2020-08-05,No,84,,State
0000001099,001099,Early Intervention,2019-07-01,2019-07-29,2021-05-15,No,34,Early Intervention,Local
0000001099,001099,Childcare Subsidy,2021-06-12,2021-06-29,2023-06-06,No,106,,Private
0000001099,001099,State Pre-K,2023-06-09,2023-06-17,2024-07-23,No,137,Pre-K,Federal
0000001100,001100,Home Visiting,2019-07-13,2019-07-20,2020-06-05,Yes,9,,Federal
0000001100,001100,Home Visiting,2020-08-02,2020-08-12,2022-05-19,Yes,14,,State
0000001100,001100,State Pre-K,2022-07-01,2022-07-05,2023-09-06,No,68,Pre-K,Private
0000001101,001101,Home Visiting,2018-09-01,2018-09-10,2020-07-22,Yes,21,,Federal
0000001101,001101,Home Visiting,2020-07-25,2020-08-01,2021-08-09,Yes,11,,Federal
0000001101,001101,Child Care,2021-08-27,2021-09-16,2023-05-09,No,156,,State
0000001101,001101,Childcare Subsidy,2019-01-12,2019-01-25,2021-01-17,No,100,,State
0000001102,001102,Early Intervention,2020-09-03,2020-09-07,2022-03-24,No,26,Early Intervention,Private
0000001102,001102,Home Visiting,2022-04-20,2022-05-07,2024-07-20,Yes,18,,Local
0000001103,001103,First Steps,2021-04-19,2021-04-24,2023-01-20,No,47,Early Intervention,Local
0000001103,001103,Childcare Subsidy,2023-04-18,2023-05-17,2025-07-31,No,172,,State
0000001104,001104,Home Visiting,2021-01-02,2021-01-22,2023-12-17,Yes,4,,Federal
0000001105,001105,Early Intervention,2021-03-12,2021-03-17,2023-07-28,No,27,Early Intervention,Local
0000001106,001106,Early Head Start,2022-10-10,2022-11-02,2025-01-13,No,167,,State
0000001106,001106,Head Start,2025-02-12,2025-03-09,2026-11-03,No,155,Pre-K,Private
0000001107,001107,First Steps,2019-07-26,2019-08-14,2021-04-23,No,20,Early Intervention,Local
0000001107,001107,Early Intervention,2021-04-30,2021-05-17,2021-12-19,No,12,Early Intervention,Local
0000001108,001108,Home Visiting,2020-12-01,2020-12-14,2021-10-27,Yes,20,,Federal
0000001108,001108,Child Care,2021-11-23,2021-12-05,2023-02-20,No,131,,Federal
0000001108,001108,Child Care,2023-02-23,2023-02-24,2025-01-28,No,150,,Federal
0000001109,001109,Early Head Start,2019-06-15,2019-06-27,2021-02-06,No,125,,Private
0000001110,001110,First Steps,2023-03-10,2023-03-22,2024-03-03,No,29,Early Intervention,State
0000001111,001111,First Steps,2022-02-15,2022-03-09,2023-12-28,No,46,Early Intervention,Local
0000001112,001112,Child Care,2022-05-05,2022-06-04,2024-09-11,No,82,,State
0000001112,001112,Head Start,2024-11-05,2024-11-26,2026-02-07,No,126,Pre-K,Private
0000001113,001113,Child Care,2019-03-12,2019-03-29,2020-01-03,No,67,,Local
0000001113,001113,Early Head Start,2020-01-14,2020-01-20,2020-10-29,No,51,,Federal
0000001113,001113,Early Intervention,2020-11-02,2020-11-09,2021-10-03,No,13,Early Intervention,Federal
0000001113,001113,Childcare Subsidy,2021-10-11,2021-10-24,2022-01-08,No,61,,State
0000001114,001114,Childcare Subsidy,2022-12-31,2023-01-08,2023-09-24,No,107,,Private
0000001114,001114,Home Visiting,2024-02-14,2024-02-24,2024-08-31,Yes,16,,Private
0000001115,001115,Early Intervention,2019-07-01,2019-07-22,2020-11-11,No,47,Early Intervention,State
0000001115,001115,Early Head Start,2020-11-19,2020-12-03,2023-09-01,No,47,,Local
0000001116,001116,Child Care,2019-04-05,2019-04-09,2020-07-10,No,71,,Private
0000001117,001117,First Steps,2019-08-08,2019-09-04,2020-10-20,No,34,Early Intervention,Local
0000001118,001118,First Steps,2020-10-13,2020-10-24,2021-12-06,No,17,Early Intervention,State
0000001119,001119,Early Head Start,2018-10-22,2018-10-28,2021-09-28,No,138,,Federal
0000001119,001119,State Pre-K,2018-11-27,2018-12-12,2023-10-17,No,132,Pre-K,Private
0000001120,001120,Early Head Start,2020-11-09,2020-12-04,2022-10-20,No,99,,State
0000001120,001120,Early Intervention,2022-11-05,2022-12-05,2024-03-23,No,20,Early Intervention,Local
0000001121,001121,Childcare Subsidy,2019-07-29,2019-07-30,2021-11-13,No,56,,Private
0000001121,001121,First Steps,2021-12-13,2022-01-07,2024-09-02,No,19,Early Intervention,Federal
0000001121,001121,Early Intervention,2020-03-05,2020-03-31,2021-10-02,No,45,Early Intervention,Private
0000001122,001122,Early Head Start,2021-06-16,2021-06-20,2022-06-27,No,54,,Local
0000001123,001123,First Steps,2021-06-02,2021-06-04,2023-04-09,No,17,Early Intervention,Private
0000001123,001123,Childcare Subsidy,2023-06-05,2023-06-11,2024-12-23,No,130,,State
0000001124,001124,Child Care,2020-09-11,2020-09-17,2021-10-10,No,54,,Private
0000001125,001125,Early Intervention,2019-11-24,2019-11-26,2021-09-06,No,39,Early Intervention,State
0000001125,001125,State Pre-K,2021-09-14,2021-09-19,2024-02-12,No,104,Pre-K,Federal
0000001125,001125,Home Visiting,2019-08-15,2019-08-19,2020-11-09,Yes,25,,Local
0000001126,001126,Home Visiting,2020-07-03,2020-07-25,2022-01-06,Yes,12,,Federal
0000001126,001126,State Pre-K,2022-01-14,2022-01-26,2024-02-15,No,109,Pre-K,State
0000001127,001127,Early Intervention,2021-07-11,2021-07-26,2022-07-10,No,49,Early Intervention,Federal
0000001128,001128,Early Intervention,2020-06-14,2020-07-11,2022-03-25,No,43,Early Intervention,Federal
0000001129,001129,Childcare Subsidy,2022-03-03,2022-03-16,2024-02-06,No,143,,Private
0000001129,001129,First Steps,2022-04-15,2022-04-30,2025-09-26,No,25,Early Intervention,Private
0000001130,001130,Child Care,2018-10-30,2018-11-10,2020-11-04,No,89,,State
0000001130,001130,Home Visiting,2018-12-10,2018-12-25,2023-08-06,Yes,7,,Local
0000001131,001131,Childcare Subsidy,2021-05-10,2021-05-30,2021-11-26,No,137,,State
0000001132,001132,Early Head Start,2021-05-10,2021-05-24,2022-02-19,No,104,,Private
0000001133,001133,Early Intervention,2020-11-19,2020-12-16,2022-07-20,No,46,Early Intervention,Private
0000001134,001134,Early Head Start,2021-08-19,2021-08-28,2022-12-16,No,150,,Local
0000001135,001135,Home Visiting,2021-05-04,2021-05-28,2022-02-22,Yes,11,,State
0000001136,001136,Child Care,2022-07-20,2022-07-23,2024-02-23,No,76,,Private
0000001137,001137,Child Care,2021-04-20,2021-05-04,2023-02-21,No,94,,Federal
0000001137,001137,Early Intervention,2023-02-22,2023-03-13,2023-12-11,No,41,Early Intervention,State
0000001137,001137,Child Care,2023-12-29,2024-01-07,2025-02-05,No,150,,Local
0000001137,001137,Child Care,2025-02-26,2025-03-06,2025-12-18,No,79,,State
0000001137,001137,Home Visiting,2021-06-20,2021-06-24,2022-06-14,Yes,13,,Federal
0000001138,001138,Home Visiting,2021-02-22,2021-03-12,2023-01-25,Yes,8,,State
0000001138,001138,First Steps,2023-02-03,2023-02-08,2024-03-19,No,28,Early Intervention,Private
0000001139,001139,First Steps,2021-09-02,2021-09-18,2022-09-03,No,8,Early Intervention,State
0000001140,001140,First Steps,2020-04-26,2020-04-28,2021-05-16,No,26,Early Intervention,Local
0000001141,001141,First Steps,2020-04-27,2020-05-10,2021-08-03,No,44,Early Intervention,Local
0000001142,001142,Childcare Subsidy,2022-01-29,2022-02-04,2022-12-08,No,62,,State
0000001142,001142,Early Intervention,2022-12-12,2023-01-11,2023-09-16,No,25,Early Intervention,Private
0000001142,001142,First Steps,2023-10-04,2023-11-03,2024-03-12,No,25,Early Intervention,Federal
0000001143,001143,Child Care,2021-03-24,2021-04-11,2023-04-04,No,158,,Private
0000001143,001143,Childcare Subsidy,2023-04-25,2023-05-09,2024-10-03,No,144,,Federal
0000001144,001144,Early Intervention,2020-11-10,2020-11-15,2022-05-10,No,19,Early Intervention,Federal
0000001144,001144,Head Start,2022-05-16,2022-06-01,2023-04-27,No,118,Pre-K,Federal
0000001144,001144,State Pre-K,2023-05-23,2023-06-22,2024-03-15,No,84,Pre-K,Local
0000001145,001145,First Steps,2019-10-14,2019-11-07,2021-01-26,No,10,Early Intervention,State
0000001146,001146,Child Care,2022-10-05,2022-11-03,2024-11-17,No,196,,Federal
0000001146,001146,Child Care,2024-12-05,2024-12-31,2026-04-18,No,105,,Local
0000001146,001146,First Steps,2021-10-19,2021-11-12,2023-10-08,No,16,Early Intervention,Local
0000001147,001147,Childcare Subsidy,2019-10-19,2019-11-10,2020-06-11,No,40,,Private
0000001147,001147,Early Intervention,2020-06-25,2020-07-22,2021-02-26,No,39,Early Intervention,Private
0000001148,001148,Early Head Start,2021-01-20,2021-01-24,2022-11-12,No,88,,Federal
0000001148,001148,Child Care,2022-12-21,2023-01-10,2024-11-21,No,85,,State
0000001149,001149,Childcare Subsidy,2019-10-14,2019-11-04,2021-04-24,No,50,,Private
0000001150,001150,First Steps,2020-07-06,2020-07-28,2021-04-09,No,42,Early Intervention,Private
0000001150,001150,First Steps,2021-04-27,2021-05-13,2022-06-01,No,21,Early Intervention,State
0000001151,001151,Home Visiting,2021-10-14,2021-10-30,2023-01-02,Yes,9,,Local
0000001152,001152,Early Intervention,2020-11-09,2020-12-04,2021-07-11,No,10,Early Intervention,Local
0000001153,001153,Home Visiting,2019-04-09,2019-04-12,2019-09-23,Yes,5,,Local
0000001154,001154,Home Visiting,2021-06-14,2021-06-17,2024-02-01,Yes,13,,Private
0000001155,001155,Childcare Subsidy,2022-05-11,2022-06-04,2022-12-06,No,99,,State
0000001155,001155,First Steps,2022-12-20,2023-01-11,2023-12-22,No,27,Early Intervention,State
0000001155,001155,Child Care,2024-01-12,2024-02-10,2025-09-03,No,75,,Private
0000001156,001156,Early Intervention,2020-01-01,2020-01-18,2021-06-06,No,18,Early Intervention,Federal
0000001156,001156,Child Care,2021-07-22,2021-08-01,2024-01-08,No,66,,Federal
0000001156,001156,First Steps,2019-07-11,2019-07-24,2021-10-28,No,14,Early Intervention,Local
0000001157,001157,First Steps,2021-11-18,2021-11-26,2023-10-12,No,41,Early Intervention,Private
0000001158,001158,Early Intervention,2018-08-03,2018-08-26,2019-11-13,No,9,Early Intervention,Local
0000001158,001158,Early Intervention,2018-09-25,2018-10-10,2021-10-09,No,46,Early Intervention,Private
0000001158,001158,Childcare Subsidy,2021-10-20,2021-10-22,2023-08-15,No,83,,Federal
0000001159,001159,Early Intervention,2021-03-19,2021-03-29,2022-11-19,No,21,Early Intervention,Federal
0000001159,001159,Early Intervention,2022-12-06,2022-12-14,2025-07-16,No,10,Early Intervention,State
0000001159,001159,First Steps,2021-01-16,2021-01-23,2023-08-26,No,33,Early Intervention,Private
0000001160,001160,Early Intervention,2020-04-30,2020-05-30,2021-12-02,No,9,Early Intervention,State
0000001160,001160,State Pre-K,2020-06-29,2020-07-14,2023-08-19,No,175,Pre-K,Local
0000001161,001161,First Steps,2022-08-12,2022-09-03,2025-04-03,No,59,Early Intervention,Local
0000001161,001161,State Pre-K,2022-10-03,2022-10-18,2026-04-11,No,86,Pre-K,Federal
0000001161,001161,Home Visiting,2021-10-12,2021-10-29,2024-08-02,Yes,9,,Local
0000001162,001162,First Steps,2020-03-27,2020-04-03,2022-12-21,No,51,Early Intervention,State
0000001162,001162,Child Care,2022-12-30,2023-01-20,2024-03-22,No,74,,Federal
0000001163,001163,Child Care,2021-05-28,2021-06-14,2021-12-12,No,84,,State
0000001163,001163,First Steps,2021-12-22,2022-01-18,2022-06-23,No,20,Early Intervention,Private
0000001163,001163,Child Care,2022-06-29,2022-07-17,2022-10-11,No,122,,State
0000001164,001164,Home Visiting,2023-07-07,2023-08-02,2024-07-11,Yes,8,,Local
0000001165,001165,Childcare Subsidy,2023-10-05,2023-10-24,2026-07-19,No,208,,State
0000001165,001165,Childcare Subsidy,2026-08-07,2026-08-11,2027-06-06,No,149,,Private
0000001165,001165,Early Intervention,2022-12-07,2022-12-15,2025-08-17,No,34,Early Intervention,Private
0000001166,001166,Early Head Start,2021-02-05,2021-02-23,2023-06-18,No,56,,Private
0000001166,001166,Early Head Start,2021-03-25,2021-04-09,2025-11-23,No,202,,Local
0000001166,001166,Child Care,2021-10-10,2021-10-20,2024-04-04,No,54,,Federal
0000001167,001167,Home Visiting,2020-03-22,2020-04-06,2020-08-12,Yes,14,,Federal
0000001167,001167,Early Head Start,2021-01-18,2021-02-01,2021-05-19,No,86,,Federal
0000001167,001167,Head Start,2021-11-12,2021-11-17,2022-06-17,No,61,Pre-K,State
0000001167,001167,State Pre-K,2022-09-12,2022-10-03,2023-06-07,No,123,Pre-K,State
0000001168,001168,Home Visiting,2018-11-24,2018-11-30,2019-07-06,Yes,20,,Local
0000001169,001169,Child Care,2022-02-09,2022-03-03,2022-11-19,No,131,,Local
0000001169,001169,Childcare Subsidy,2022-04-02,2022-04-17,2024-08-11,No,192,,State
0000001170,001170,Child Care,2023-03-04,2023-03-16,2024-09-27,No,102,,Private
0000001171,001171,Child Care,2020-05-01,2020-05-22,2022-03-17,No,166,,Federal
0000001171,001171,Child Care,2022-07-12,2022-07-16,2024-01-30,No,110,,Federal
0000001172,001172,Childcare Subsidy,2022-08-01,2022-08-31,2024-03-17,No,145,,Private
0000001173,001173,Home Visiting,2021-03-09,2021-04-07,2023-01-28,Yes,12,,Private
0000001173,001173,Child Care,2023-02-21,2023-03-05,2024-07-17,No,180,,Local
0000001174,001174,Childcare Subsidy,2021-10-08,2021-10-24,2022-12-16,No,38,,Federal
0000001175,001175,Home Visiting,2021-02-13,2021-02-17,2021-08-01,Yes,7,,Private
