Child DCN,Child MOSIS ID,RefProgramType.Description,EnrollmentDate,ServicePlanDate,ServicePlanEndDate,VisitingIndicator,NumberOfDaysInAttendance,RefStudentGradeLevel.Description,RefFundingSource.Descriptions
0000000565,000565,Early Intervention,2018-05-24,2018-06-08,2019-06-30,No,40,Early Intervention,Private
0000000565,000565,Home Visiting,2018-07-08,2018-07-23,2021-10-08,Yes,14,,Private
0000000565,000565,Childcare Subsidy,2021-11-04,2021-11-23,2023-10-11,No,115,,Federal
0000000566,000566,Early Head Start,2019-06-30,2019-07-21,2021-03-14,No,95,,State
0000000566,000566,Head Start,2021-06-15,2021-06-17,2022-09-02,No,66,Pre-K,Private
0000000566,000566,Child Care,2022-11-01,2022-11-27,2023-08-05,No,45,,Federal
0000000567,000567,Child Care,2019-10-19,2019-11-01,2020-10-16,No,172,,Federal
0000000567,000567,Childcare Subsidy,2020-11-06,2020-11-15,2021-07-26,No,100,,State
0000000568,000568,Home Visiting,2023-02-07,2023-02-28,2024-09-11,Yes,6,,State
0000000568,000568,Head Start,2024-09-12,2024-09-23,2026-09-21,No,93,Pre-K,Local
0000000569,000569,Early Head Start,2020-05-18,2020-06-06,2021-09-12,No,43,,Private
0000000570,000570,First Steps,2020-10-21,2020-10-26,2021-06-15,No,33,Early Intervention,Private
0000000570,000570,First Steps,2021-09-11,2021-09-26,2023-08-27,No,48,Early Intervention,Federal
0000000571,000571,Child Care,2022-08-27,2022-09-15,2024-02-04,No,53,,Local
0000000571,000571,State Pre-K,2024-04-20,2024-05-01,2026-07-10,No,119,Pre-K,Local
0000000572,000572,Early Head Start,2020-11-10,2020-12-06,2022-03-05,No,69,,Federal
0000000572,000572,Head Start,2022-04-22,2022-05-05,2023-10-29,No,147,Pre-K,Private
0000000572,000572,Head Start,2023-12-20,2023-12-21,2024-09-20,No,119,Pre-K,Federal
0000000573,000573,First Steps,2022-01-21,2022-02-12,2023-05-17,No,9,Early Intervention,Federal
0000000573,000573,Home Visiting,2023-08-12,2023-09-03,2024-11-15,Yes,24,,State
0000000574,000574,Early Intervention,2020-03-28,2020-04-11,2022-11-07,No,12,Early Intervention,Federal
0000000574,000574,Child Care,2022-11-17,2022-12-08,2023-12-05,No,80,,Local
0000000574,000574,Child Care,2019-06-07,2019-06-30,2021-08-26,No,118,,Local
0000000575,000575,Childcare Subsidy,2020-08-25,2020-08-31,2022-03-11,No,133,,Private
0000000575,000575,Child Care,2020-09-30,2020-10-15,2023-09-02,No,82,,State
0000000576,000576,First Steps,2019-12-20,2020-01-14,2022-06-21,No,19,Early Intervention,Local
0000000576,000576,Childcare Subsidy,2022-06-25,2022-07-05,2024-07-24,No,142,,Private
0000000577,000577,Childcare Subsidy,2021-04-11,2021-04-19,2021-07-04,No,132,,Private
0000000578,000578,Early Intervention,2020-07-02,2020-07-21,2021-08-10,No,10,Early Intervention,Local
0000000579,000579,Child Care,2019-07-15,2019-08-07,2022-04-24,No,102,,Private
0000000580,000580,Childcare Subsidy,2020-06-09,2020-06-12,2022-03-15,No,86,,Private
0000000580,000580,First Steps,2022-05-19,2022-05-26,2023-07-31,No,44,Early Intervention,Federal
0000000580,000580,Child Care,2023-10-24,2023-11-23,2024-06-27,No,159,,Federal
0000000581,000581,Childcare Subsidy,2019-05-23,2019-06-01,2021-03-09,No,93,,Local
0000000582,000582,Early Head Start,2020-02-13,2020-02-29,2020-09-27,No,117,,State
0000000582,000582,Childcare Subsidy,2020-10-08,2020-10-12,2022-01-29,No,68,,State
0000000582,000582,First Steps,2022-02-17,2022-03-19,2023-03-29,No,35,Early Intervention,State
0000000583,000583,First Steps,2021-11-26,2021-12-02,2024-07-26,No,57,Early Intervention,Federal
0000000584,000584,Early Intervention,2020-02-16,2020-02-23,2021-09-26,No,32,Early Intervention,State
0000000584,000584,Childcare Subsidy,2021-12-12,2022-01-02,2023-11-03,No,204,,Federal
0000000585,000585,Early Intervention,2019-08-13,2019-09-11,2021-04-01,No,12,Early Intervention,Local
0000000585,000585,Home Visiting,2021-04-02,2021-05-02,2022-12-19,Yes,8,,Federal
0000000585,000585,Head Start,2022-12-21,2023-01-20,2024-01-12,No,135,Pre-K,Local
0000000586,000586,First Steps,2020-10-28,2020-11-26,2022-04-17,No,11,Early Intervention,Federal
0000000586,000586,Early Head Start,2020-12-26,2021-01-10,2023-10-24,No,204,,State
0000000586,000586,Head Start,2023-11-01,2023-11-15,2025-04-20,No,114,Pre-K,Federal
0000000587,000587,Early Head Start,2020-11-18,2020-12-03,2021-08-29,No,61,,Federal
0000000587,000587,Child Care,2021-09-12,2021-09-24,2023-02-17,No,88,,Federal
0000000588,000588,Child Care,2019-11-01,2019-11-07,2021-05-12,No,57,,Federal
0000000589,000589,Early Intervention,2020-09-19,2020-10-15,2022-10-16,No,38,Early Intervention,Private
0000000589,000589,State Pre-K,2022-10-30,2022-11-18,2024-09-18,No,150,Pre-K,Federal
0000000589,000589,First Steps,2020-03-21,2020-03-25,2022-03-10,No,40,Early Intervention,Private
0000000590,000590,First Steps,2022-07-31,2022-08-29,2023-02-15,No,12,Early Intervention,State
0000000590,000590,Early Intervention,2023-03-06,2023-03-08,2023-10-31,No,27,Early Intervention,Federal
0000000591,000591,Early Head Start,2018-09-04,2018-09-24,2019-07-05,No,95,,Federal
0000000591,000591,Early Head Start,2019-10-26,2019-10-30,2020-12-23,No,73,,State
0000000592,000592,First Steps,2018-12-16,2018-12-30,2021-10-15,No,30,Early Intervention,Federal
0000000592,000592,State Pre-K,2021-11-08,2021-12-04,2024-01-21,No,166,Pre-K,Private
0000000593,000593,Early Intervention,2023-05-05,2023-06-03,2023-09-11,No,16,Early Intervention,Local
0000000593,000593,First Steps,2023-09-27,2023-10-18,2024-08-08,No,16,Early Intervention,Federal
0000000593,000593,Child Care,2024-09-04,2024-09-14,2024-11-29,No,82,,Federal
0000000593,000593,Child Care,2024-12-28,2025-01-12,2025-04-11,No,67,,State
0000000593,000593,Childcare Subsidy,2025-05-05,2025-05-15,2026-05-09,No,44,,Federal
0000000594,000594,Child Care,2021-12-27,2022-01-20,2023-11-16,No,51,,Private
0000000595,000595,Early Head Start,2018-11-25,2018-11-29,2021-03-18,No,105,,State
0000000595,000595,Childcare Subsidy,2021-03-28,2021-04-19,2023-10-20,No,172,,State
0000000595,000595,Early Intervention,2019-10-05,2019-10-10,2022-07-24,No,43,Early Intervention,Private
0000000596,000596,Early Intervention,2022-07-29,2022-08-19,2024-06-26,No,49,Early Intervention,Private
0000000596,000596,Child Care,2024-07-05,2024-07-08,2026-12-06,No,94,,Local
0000000596,000596,Home Visiting,2022-07-14,2022-07-30,2024-07-16,Yes,18,,State
0000000596,000596,Child Care,2024-08-12,2024-09-01,2025-12-30,No,134,,Federal
0000000596,000596,Head Start,2026-01-21,2026-02-11,2027-01-11,No,110,Pre-K,State
0000000597,000597,Childcare Subsidy,2020-01-17,2020-02-15,2020-09-01,No,79,,Local
0000000597,000597,Early Head Start,2020-12-19,2020-12-30,2021-09-01,No,71,,State
0000000598,000598,First Steps,2021-02-28,2021-03-13,2022-11-20,No,41,Early Intervention,Private
0000000598,000598,Head Start,2021-04-12,2021-04-27,2024-12-19,No,114,Pre-K,Federal
0000000599,000599,First Steps,2023-01-24,2023-02-07,2024-10-21,No,37,Early Intervention,Federal
0000000599,000599,Child Care,2025-01-07,2025-01-10,2026-05-23,No,137,,Federal
0000000600,000600,Early Head Start,2019-04-19,2019-05-06,2019-07-20,No,105,,Private
0000000600,000600,Childcare Subsidy,2019-06-05,2019-06-20,2020-06-20,No,83,,Local
0000000600,000600,First Steps,2020-08-29,2020-09-01,2021-01-19,No,43,Early Intervention,State
0000000601,000601,Child Care,2020-09-21,2020-10-02,2021-09-06,No,172,,Private
0000000602,000602,Early Head Start,2021-03-19,2021-04-01,2022-07-08,No,134,,Private
0000000603,000603,Child Care,2022-06-20,2022-07-14,2022-10-11,No,89,,State
0000000603,000603,Early Intervention,2022-08-13,2022-08-28,2023-03-04,No,25,Early Intervention,Private
0000000604,000604,Early Head Start,2021-03-07,2021-03-14,2022-12-29,No,57,,Federal
0000000605,000605,Child Care,2022-09-02,2022-09-12,2023-04-30,No,111,,Federal
0000000605,000605,Early Head Start,2023-05-05,2023-05-15,2024-02-12,No,161,,Federal
0000000606,000606,First Steps,2021-08-12,2021-09-04,2023-09-20,No,37,Early Intervention,State
0000000606,000606,Early Intervention,2023-10-25,2023-10-27,2026-09-06,No,14,Early Intervention,Federal
0000000607,000607,Childcare Subsidy,2021-04-20,2021-05-16,2022-03-29,No,126,,State
0000000608,000608,Childcare Subsidy,2019-10-29,2019-11-01,2021-01-17,No,170,,State
0000000609,000609,First Steps,2021-07-16,2021-07-28,2022-04-29,No,10,Early Intervention,Federal
0000000609,000609,Early Intervention,2022-05-11,2022-05-19,2022-12-16,No,22,Early Intervention,Federal
0000000610,000610,Child Care,2019-05-23,2019-05-24,2020-11-21,No,112,,Federal
0000000610,000610,Child Care,2020-11-24,2020-12-02,2021-08-16,No,60,,Private
0000000610,000610,Childcare Subsidy,2021-08-19,2021-08-29,2023-07-13,No,97,,State
0000000611,000611,Early Intervention,2022-08-19,2022-08-24,2024-07-15,No,56,Early Intervention,Private
0000000611,000611,Early Intervention,2024-08-09,2024-09-07,2027-01-31,No,24,Early Intervention,Local
0000000612,000612,Child Care,2022-06-14,2022-07-11,2023-11-12,No,123,,Local
0000000612,000612,Head Start,2024-02-20,2024-03-17,2025-06-22,No,110,Pre-K,Private
0000000613,000613,Child Care,2022-01-16,2022-02-03,2023-03-17,No,146,,Private
0000000613,000613,Childcare Subsidy,2023-04-09,2023-05-02,2024-06-06,No,63,,Federal
0000000614,000614,Early Head Start,2020-02-12,2020-02-17,2021-03-12,No,83,,State
0000000614,000614,Early Intervention,2021-04-04,2021-04-07,2022-04-01,No,34,Early Intervention,Private
0000000615,000615,First Steps,2020-12-08,2020-12-16,2023-02-14,No,13,Early Intervention,Local
0000000615,000615,Home Visiting,2023-03-12,2023-04-05,2026-03-13,Yes,13,,Federal
0000000616,000616,Early Head Start,2022-01-12,2022-02-10,2024-09-30,No,203,,Federal
0000000617,000617,First Steps,2020-07-19,2020-07-25,2022-01-22,No,26,Early Intervention,Local
0000000617,000617,Early Head Start,2022-02-11,2022-03-11,2023-10-14,No,154,,State
0000000617,000617,Childcare Subsidy,2023-10-18,2023-11-15,2025-04-10,No,124,,Local
0000000618,000618,Early Intervention,2022-02-22,2022-03-16,2024-02-29,No,49,Early Intervention,Local
0000000619,000619,First Steps,2023-06-08,2023-07-02,2025-01-18,No,44,Early Intervention,Local
0000000620,000620,Early Head Start,2023-02-21,2023-03-15,2023-11-28,No,103,,Local
0000000620,000620,Child Care,2023-04-14,2023-04-29,2024-08-28,No,96,,Local
0000000621,000621,Early Head Start,2019-05-23,2019-05-27,2021-02-26,No,85,,Federal
0000000621,000621,Head Start,2021-05-01,2021-05-27,2023-07-02,No,133,Pre-K,Federal
0000000622,000622,First Steps,2020-12-08,2020-12-21,2022-04-03,No,16,Early Intervention,Federal
0000000622,000622,Early Intervention,2022-04-15,2022-05-05,2023-03-26,No,11,Early Intervention,State
0000000622,000622,Childcare Subsidy,2023-04-19,2023-04-29,2024-05-22,No,133,,Local
0000000622,000622,State Pre-K,2024-06-14,2024-07-04,2025-02-28,No,64,Pre-K,State
0000000623,000623,Early Head Start,2019-11-17,2019-12-08,2020-06-22,No,123,,Local
0000000623,000623,Child Care,2020-08-29,2020-09-02,2021-01-20,No,52,,Local
0000000623,000623,Childcare Subsidy,2021-04-16,2021-04-18,2022-03-24,No,49,,Local
0000000624,000624,Child Care,2022-08-17,2022-09-09,2023-11-12,No,199,,State
0000000624,000624,Early Head Start,2023-12-22,2024-01-21,2026-12-27,No,135,,Local
0000000625,000625,Childcare Subsidy,2019-08-24,2019-08-29,2020-11-07,No,153,,Private
0000000626,000626,Early Intervention,2023-03-05,2023-03-25,2023-10-26,No,27,Early Intervention,Local
0000000626,000626,Child Care,2023-04-24,2023-05-09,2024-11-16,No,59,,Federal
0000000627,000627,Early Intervention,2019-04-19,2019-04-30,2020-10-25,No,27,Early Intervention,Local
0000000628,000628,Early Intervention,2021-07-26,2021-07-27,2022-04-15,No,9,Early Intervention,State
0000000628,000628,Early Intervention,2022-05-04,2022-05-12,2023-01-31,No,29,Early Intervention,Local
0000000628,000628,Childcare Subsidy,2023-02-02,2023-02-16,2024-03-26,No,141,,Private
0000000629,000629,Early Head Start,2021-07-28,2021-08-20,2023-07-04,No,115,,Private
0000000630,000630,Home Visiting,2021-09-11,2021-10-09,2023-04-23,Yes,8,,Private
0000000631,000631,Home Visiting,2021-10-23,2021-11-03,2022-11-10,Yes,6,,Private
0000000631,000631,Early Head Start,2021-12-03,2021-12-18,2025-02-01,No,138,,Federal
0000000631,000631,Child Care,2025-05-18,2025-05-22,2027-01-12,No,157,,Local
0000000632,000632,Child Care,2022-08-30,2022-09-17,2024-12-16,No,148,,Federal
0000000633,000633,Child Care,2020-05-25,2020-06-09,2021-08-19,No,69,,Federal
0000000634,000634,Home Visiting,2022-09-19,2022-10-18,2024-09-25,Yes,13,,State
0000000634,000634,Head Start,2024-10-07,2024-11-05,2025-06-16,No,87,Pre-K,Private
0000000634,000634,State Pre-K,2025-06-17,2025-07-15,2026-11-03,No,88,Pre-K,Federal
0000000635,000635,First Steps,2019-10-17,2019-11-15,2021-02-03,No,22,Early Intervention,Private
0000000635,000635,Early Intervention,2021-03-08,2021-03-26,2022-09-24,No,44,Early Intervention,Federal
0000000635,000635,State Pre-K,2022-11-05,2022-11-14,2024-11-13,No,122,Pre-K,Private
0000000635,000635,First Steps,2020-05-16,2020-06-01,2021-08-30,No,33,Early Intervention,Federal
0000000635,000635,First Steps,2021-12-18,2022-01-05,2023-10-20,No,30,Early Intervention,Private
0000000636,000636,Early Intervention,2021-03-26,2021-03-28,2022-01-01,No,41,Early Intervention,Federal
0000000637,000637,First Steps,2021-05-05,2021-06-04,2022-10-31,No,13,Early Intervention,Local
0000000638,000638,Child Care,2021-04-28,2021-05-14,2022-05-09,No,39,,Private
0000000638,000638,Home Visiting,2022-06-05,2022-06-09,2022-11-17,Yes,9,,State
0000000639,000639,Home Visiting,2022-12-18,2022-12-24,2023-10-23,Yes,12,,State
0000000640,000640,Early Intervention,2020-05-08,2020-05-13,2021-11-09,No,36,Early Intervention,State
0000000641,000641,Home Visiting,2021-11-24,2021-12-11,2022-05-08,Yes,23,,Federal
0000000642,000642,Home Visiting,2022-09-04,2022-09-26,2023-06-24,Yes,8,,Private
0000000643,000643,Child Care,2019-05-15,2019-06-07,2022-04-27,No,71,,Local
0000000644,000644,First Steps,2022-08-27,2022-08-31,2023-06-29,No,13,Early Intervention,Local
0000000644,000644,Childcare Subsidy,2023-07-28,2023-08-01,2023-12-25,No,101,,State
0000000645,000645,Early Head Start,2022-04-04,2022-04-22,2023-07-14,No,197,,Federal
0000000645,000645,Early Intervention,2023-08-11,2023-09-10,2024-12-13,No,44,Early Intervention,Private
0000000645,000645,Head Start,2024-12-31,2025-01-29,2026-08-25,No,155,Pre-K,Federal
0000000646,000646,Child Care,2019-04-07,2019-04-11,2021-01-04,No,64,,Local
0000000646,000646,Home Visiting,2021-04-28,2021-05-04,2024-04-09,Yes,9,,Local
0000000647,000647,Home Visiting,2022-04-24,2022-05-18,2023-02-13,Yes,13,,Private
0000000648,000648,Child Care,2021-01-03,2021-01-31,2022-05-10,No,171,,State
0000000649,000649,Childcare Subsidy,2021-01-08,2021-01-17,2022-10-06,No,70,,Private
0000000649,000649,Childcare Subsidy,2022-10-17,2022-10-21,2025-02-13,No,67,,Federal
0000000649,000649,Early Head Start,2020-08-23,2020-08-25,2021-09-27,No,202,,Federal
0000000650,000650,First Steps,2022-04-13,2022-04-24,2024-10-07,No,13,Early Intervention,State
0000000651,000651,Child Care,2019-03-02,2019-03-20,2019-07-03,No,130,,Private
0000000652,000652,Early Head Start,2018-11-24,2018-12-07,2019-03-14,No,139,,Local
0000000652,000652,Home Visiting,2019-08-04,2019-08-15,2020-07-28,Yes,5,,Private
0000000652,000652,First Steps,2020-12-08,2020-12-17,2021-06-11,No,26,Early Intervention,Private
0000000653,000653,First Steps,2020-06-01,2020-06-20,2022-02-15,No,19,Early Intervention,State
0000000653,000653,Head Start,2022-05-28,2022-06-08,2023-08-29,No,144,Pre-K,State
0000000653,000653,Childcare Subsidy,2023-10-16,2023-10-28,2024-08-16,No,155,,State
0000000654,000654,Child Care,2022-06-29,2022-07-22,2023-08-17,No,55,,Federal
0000000654,000654,Childcare Subsidy,2023-09-16,2023-10-12,2026-02-04,No,123,,Federal
0000000654,000654,Child Care,2026-02-17,2026-03-10,2026-11-03,No,172,,State
0000000654,000654,Early Head Start,2022-05-06,2022-06-01,2025-03-31,No,51,,State
0000000654,000654,Child Care,2025-04-09,2025-04-12,2026-11-03,No,106,,Private
0000000655,000655,Home Visiting,2019-11-13,2019-11-30,2020-09-07,Yes,25,,Local
0000000656,000656,First Steps,2019-09-02,2019-09-28,2021-08-19,No,43,Early Intervention,Local
0000000656,000656,Head Start,2021-09-06,2021-09-30,2023-05-16,No,132,Pre-K,Local
0000000656,000656,State Pre-K,2023-05-17,2023-06-05,2023-12-29,No,73,Pre-K,Federal
0000000657,000657,Childcare Subsidy,2022-07-25,2022-08-23,2025-03-15,No,202,,Local
0000000657,000657,Child Care,2025-04-14,2025-05-08,2026-02-23,No,209,,Federal
0000000658,000658,Early Intervention,2021-01-09,2021-01-28,2022-06-02,No,36,Early Intervention,Private
0000000658,000658,Head Start,2022-07-02,2022-07-11,2023-01-10,No,99,Pre-K,Private
0000000658,000658,Child Care,2023-02-08,2023-02-11,2023-09-16,No,159,,State
0000000658,000658,Child Care,2023-09-17,2023-10-10,2024-12-06,No,101,,Local
0000000659,000659,First Steps,2020-11-30,2020-12-12,2021-09-11,No,10,Early Intervention,Private
0000000660,000660,Early Head Start,2018-06-24,2018-06-25,2020-03-22,No,67,,Private
0000000660,000660,Child Care,2020-04-06,2020-04-25,2022-02-06,No,67,,Local
0000000660,000660,Childcare Subsidy,2022-02-28,2022-03-06,2022-12-29,No,134,,Private
0000000660,000660,Childcare Subsidy,2023-01-02,2023-01-03,2023-08-20,No,193,,Private
0000000661,000661,Home Visiting,2021-06-08,2021-06-25,2023-02-04,Yes,14,,Local
0000000661,000661,Childcare Subsidy,2023-02-28,2023-03-12,2024-09-28,No,91,,State
0000000662,000662,Early Head Start,2023-07-07,2023-08-06,2025-04-28,No,168,,State
0000000662,000662,Childcare Subsidy,2025-06-30,2025-07-28,2027-03-17,No,140,,State
0000000662,000662,Childcare Subsidy,2022-09-17,2022-10-17,2024-07-24,No,82,,Private
0000000662,000662,State Pre-K,2024-10-08,2024-10-17,2026-09-23,No,113,Pre-K,State
0000000663,000663,Child Care,2020-06-05,2020-06-18,2022-12-19,No,143,,Federal
0000000664,000664,Early Head Start,2020-06-01,2020-06-22,2021-01-03,No,125,,Federal
0000000665,000665,Childcare Subsidy,2021-05-27,2021-06-25,2022-11-08,No,61,,Local
0000000665,000665,Head Start,2023-02-15,2023-03-15,2024-10-17,No,107,Pre-K,Private
0000000665,000665,Child Care,2021-01-23,2021-02-01,2021-08-30,No,194,,Private
0000000665,000665,First Steps,2021-11-21,2021-12-03,2023-03-04,No,26,Early Intervention,Local
0000000666,000666,Home Visiting,2022-06-02,2022-06-05,2023-08-24,Yes,12,,Private
0000000667,000667,First Steps,2019-10-30,2019-11-24,2021-01-23,No,22,Early Intervention,Local
0000000668,000668,Early Intervention,2019-04-17,2019-05-03,2020-10-17,No,24,Early Intervention,State
0000000669,000669,Early Intervention,2020-05-19,2020-05-24,2021-04-17,No,32,Early Intervention,Federal
0000000670,000670,Childcare Subsidy,2020-08-26,2020-09-21,2023-05-23,No,53,,State
0000000671,000671,Childcare Subsidy,2019-06-26,2019-07-15,2020-02-11,No,97,,Private
0000000672,000672,Home Visiting,2020-07-04,2020-07-10,2021-06-15,Yes,13,,State
0000000672,000672,Child Care,2021-07-05,2021-07-16,2023-05-28,No,44,,State
0000000672,000672,Child Care,2023-06-16,2023-07-10,2024-09-01,No,61,,Federal
0000000673,000673,Early Intervention,2021-12-20,2022-01-14,2024-09-12,No,54,Early Intervention,Local
0000000673,000673,State Pre-K,2024-09-22,2024-10-08,2026-08-24,No,137,Pre-K,Private
0000000673,000673,Childcare Subsidy,2022-02-24,2022-03-25,2024-03-05,No,80,,Local
0000000674,000674,First Steps,2020-02-12,2020-03-02,2021-10-21,No,27,Early Intervention,State
0000000674,000674,First Steps,2021-11-04,2021-11-18,2023-09-09,No,18,Early Intervention,Federal
0000000675,000675,Early Intervention,2018-11-30,2018-12-06,2019-10-15,No,40,Early Intervention,State
0000000676,000676,First Steps,2021-05-29,2021-06-03,2022-05-22,No,34,Early Intervention,State
0000000677,000677,Early Intervention,2020-03-01,2020-03-22,2022-12-16,No,19,Early Intervention,State
